연번,평가구분,장기요양기관기호,장기요양기관명,급여종류,설립주체,관할시도명,관할시군구명,평가일자,평가등급,평가총점,기관운영,환경및안전,수급자권리보장,급여제공과정,급여제공결과,기관운영(2025),수급자존중(2025),서비스제공(2025),서비스결과(2025)
22970,2025년 정기평가,1-42110-00409,하늘봄실버빌,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-03-17,A,98.59,,,,,,96.79,97.92,100,95.65
22971,2025년 정기평가,1-42110-00010,양지노인마을,01.입소시설30인이상,법인,강원특별자치도,춘천시,2025-10-28,B,88.7,,,,,,99.29,91.67,68,95.22
22972,2025년 정기평가,1-42110-00458,정원있는요양원,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-03-17,B,87.93,,,,,,88.21,93.75,87.2,78.48
22973,2025년 정기평가,1-42110-00204,정훈실버빌,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-10-30,E,85.15,,,,,,82.68,86.46,84,88.04
22974,2025년 정기평가,1-42110-00217,강촌노인요양원,01.입소시설30인이상,법인,강원특별자치도,춘천시,2025-03-04,B,88.53,,,,,,83.57,83.38,95.32,88.7
22975,2025년 정기평가,1-42110-00011,연화마을,01.입소시설30인이상,법인,강원특별자치도,춘천시,2025-05-12,D,74.37,,,,,,80,78.67,72.8,61.52
22976,2025년 정기평가,1-42110-00014,춘천원광효도의집,01.입소시설30인이상,법인,강원특별자치도,춘천시,2025-03-25,E,95.89,,,,,,98.57,100,87.32,93.48
22977,2025년 정기평가,1-42110-00348,춘천다원요양원,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-06-04,B,80.88,,,,,,85.18,87,78,72.39
22978,2025년 정기평가,1-42110-00354,노블레스요양원,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-05-13,A,97.75,,,,,,95.89,100,96,99.57
22979,2025년 정기평가,1-42110-00451,새날요양원,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-06-05,A,95.05,,,,,,96.61,89.58,96,97.83
22980,2025년 정기평가,1-42110-00211,천사실버홈,01.입소시설30인이상,개인,강원특별자치도,춘천시,2025-03-18,B,86.06,,,,,,87.86,85.42,84.8,82.17
22981,2025년 정기평가,1-51110-00531,춘천골든케어요양원,01.입소시설30인이상,법인,강원특별자치도,춘천시,2025-10-28,E,88.36,,,,,,91.43,93.79,72.8,95.87
22982,2025년 정기평가,1-42110-00019,춘천시립요양원,01.입소시설30인이상,지방자치단체,강원특별자치도,춘천시,2025-05-12,A,93.94,,,,,,96.96,100,85.2,89.35
22983,2025년 정기평가,1-42110-00439,성골롬반의집,01.입소시설30인이상,법인,강원특별자치도,춘천시,2025-05-12,C,83.59,,,,,,77.32,93.75,80.8,80
22984,2025년 정기평가,1-42110-00389,행복한동행요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-10-29,E,68.78,,,,,,83.5,70.83,42.4,77.39
22985,2025년 정기평가,1-42110-00453,헤브론요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-17,B,87.78,,,,,,80.18,89.58,89.6,89.35
22986,2025년 정기평가,1-42110-00333,한마음실버빌,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-18,B,85.94,,,,,,82.14,92.21,80.8,85.87
22987,2025년 정기평가,1-42110-00447,플래티늄 춘천요양원,02.입소시설10이상30인미만,법인,강원특별자치도,춘천시,2025-03-19,A,91.46,,,,,,83.21,100,92,88.04
22988,2025년 정기평가,1-42110-00495,에덴쉼터 요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-19,B,81.41,,,,,,85.54,78.13,70.4,88.26
22989,2025년 정기평가,1-42110-00475,춘천효사랑요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-20,A,92.02,,,,,,96.79,95.83,84.8,86.09
22990,2025년 정기평가,1-42110-00292,노인요양시설 삭주요양복지센터,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-26,B,84.48,,,,,,87.86,84.92,66.4,99.57
22991,2025년 정기평가,1-42110-00038,엘림원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-19,B,85.69,,,,,,80.71,96.38,74.4,89.13
22992,2025년 정기평가,1-42110-00416,은혜요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-20,B,88.18,,,,,,81.43,95.83,84.8,88.26
22993,2025년 정기평가,1-42110-00358,희망요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-10-30,B,83.98,,,,,,91.18,87.5,73.6,82.83
22994,2025년 정기평가,1-42110-00329,고은빛화수원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-25,A,93.03,,,,,,91.43,91.67,92,93.48
22995,2025년 정기평가,1-42110-00365,늘고은요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-25,A,96.06,,,,,,93.21,93.75,98,95.65
22996,2025년 정기평가,1-42110-00145,소망요양원,02.입소시설10이상30인미만,법인,강원특별자치도,춘천시,2025-03-28,B,84.88,,,,,,85.89,86.46,83.72,79.57
22997,2025년 정기평가,1-42110-00124,소망의집,02.입소시설10이상30인미만,법인,강원특별자치도,춘천시,2025-03-18,A,92.93,,,,,,86.07,91.67,96,95.22
22998,2025년 정기평가,1-42110-00332,이레실버요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-04-14,E,76.55,,,,,,78.21,79.71,72,72.83
22999,2025년 정기평가,1-42110-00318,춘천실버요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-20,A,90.51,,,,,,87.86,89.58,90.8,90.43
23000,2025년 정기평가,1-42110-00261,행복한요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-05-13,A,93.28,,,,,,92.32,87.5,94.4,95.22
23001,2025년 정기평가,1-42110-00167,가족과함께,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-28,A,96.72,,,,,,95.89,97.92,94,95.22
23002,2025년 정기평가,1-42110-00418,기쁨더하기요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-04-15,A,90.56,,,,,,90.54,89.58,84,94.78
23003,2025년 정기평가,1-42110-00457,사랑요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-13,C,78.16,,,,,,71.79,68.25,89.6,80.43
23004,2025년 정기평가,1-42110-00363,샬롬하우스요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-27,A,95.3,,,,,,90.54,100,96,91.3
23005,2025년 정기평가,1-42110-00383,세실요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-26,B,81.57,,,,,,68.21,85.42,90.4,80.65
23006,2025년 정기평가,1-42110-00448,가온요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-26,C,85.96,,,,,,79.64,79.17,90,92.61
23007,2025년 정기평가,1-42110-00241,CNK 실버빌,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-28,B,89.75,,,,,,86.96,89.58,90,89.13
23008,2025년 정기평가,1-42110-00186,평강요양원,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-28,C,74.8,,,,,,71.79,73.96,82.8,67.39
23009,2025년 정기평가,1-42110-00444,무지개동산,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-27,A,99.49,,,,,,98.57,100,100,95.22
23010,2025년 정기평가,1-42110-00445,행복의집,02.입소시설10이상30인미만,개인,강원특별자치도,춘천시,2025-03-27,A,99.09,,,,,,98.57,100,100,93.48
23011,2025년 정기평가,1-42110-00398,효(孝)광 공동생활가정,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-10-31,D,60.43,,,,,,61,66.95,55.17,56.84
23012,2025년 정기평가,1-42110-00417,벧엘공동생활가정,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-05,B,80.56,,,,,,89.83,77.27,91.38,48.95
23013,2025년 정기평가,1-42110-00335,사랑공동생활가정,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-05,A,95.56,,,,,,95.33,97.73,92.07,93.68
23014,2025년 정기평가,1-42110-00169,노아요양원,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-17,A,90.89,,,,,,91,88.09,90.69,89.47
23015,2025년 정기평가,1-42110-00279,다나은공동생활,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-19,D,79.83,,,,,,76.67,85.14,68.97,91.05
23016,2025년 정기평가,1-42110-00130,예다온,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-10-29,B,82.66,,,,,,81.33,75.59,80.34,92.11
23017,2025년 정기평가,1-42110-00483,드림케어2 요양원,03.입소시설10인미만,법인,강원특별자치도,춘천시,2025-06-18,E,48.44,,,,,,50.6,49.68,49.31,39.74
23018,2025년 정기평가,1-42110-00484,드림케어3 요양원,03.입소시설10인미만,법인,강원특별자치도,춘천시,2025-06-18,D,68.37,,,,,,69.43,65.05,72.41,60.79
23019,2025년 정기평가,1-42110-00443,봄시내요양원,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-17,C,77,,,,,,83.67,70.59,73.45,75.26
23020,2025년 정기평가,1-42110-00381,효도공동생활가정,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-10-31,E,62.7,,,,,,67.17,50.23,68.97,60.53
23021,2025년 정기평가,1-51110-00526,참누리요양원,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-19,D,62.48,,,,,,78.37,68.18,49.31,47.63
23022,2025년 정기평가,1-42110-00397,다비다의 집,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-04,B,87.56,,,,,,93.5,94.68,77.59,80.53
23023,2025년 정기평가,1-42110-00160,아름다운요양원,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-04,D,64.83,,,,,,78.67,62.18,52.07,62.11
23024,2025년 정기평가,1-42110-00400,종려나무복지센터,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-05,E,54.98,,,,,,50.5,61.27,44.83,67.37
23025,2025년 정기평가,1-42110-00120,춘천평화노인마을,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-06-05,B,80.52,,,,,,86.67,68.18,87.93,56.84
23026,2025년 정기평가,1-42110-00029,태양의집,03.입소시설10인미만,개인,강원특별자치도,춘천시,2025-05-20,E,41.98,,,,,,41.33,51.86,24.14,56.58
23027,2025년 정기평가,1-42110-00155,봄내공동생활가정,03.입소시설10인미만,법인,강원특별자치도,춘천시,2025-05-16,B,83.13,,,,,,85.17,93.18,74.14,77.63
23028,2025년 정기평가,1-42780-00030,몬띠노인요양원,01.입소시설30인이상,법인,강원특별자치도,철원군,2025-03-21,D,61.55,,,,,,69.64,59.92,53.2,59.78
23029,2025년 정기평가,1-42780-00001,철원군노인전문요양원,01.입소시설30인이상,지방자치단체,강원특별자치도,철원군,2025-10-30,A,92.9,,,,,,91.25,97.92,86.4,96.74
23030,2025년 정기평가,1-42780-00044,철원사랑요양원,02.입소시설10이상30인미만,개인,강원특별자치도,철원군,2025-03-21,B,83.33,,,,,,76.61,80.21,84,90.43
23031,2025년 정기평가,1-42780-00035,행복한요양원,02.입소시설10이상30인미만,법인,강원특별자치도,철원군,2025-03-21,C,73.19,,,,,,69.57,74.5,64.4,82.61
23032,2025년 정기평가,1-42780-00045,부모사랑요양원,03.입소시설10인미만,개인,강원특별자치도,철원군,2025-10-31,A,91.92,,,,,,93.67,90.45,93.1,84.21
23033,2025년 정기평가,1-42780-00055,효요양원,03.입소시설10인미만,개인,강원특별자치도,철원군,2025-10-29,C,76.82,,,,,,60.33,81.36,84.48,81.84
23034,2025년 정기평가,1-42790-00002,화천 원광 보은의 집,01.입소시설30인이상,법인,강원특별자치도,화천군,2025-03-25,B,85.79,,,,,,88.75,83.88,85.2,81.09
23035,2025년 정기평가,1-42790-00001,임마누엘요양원,02.입소시설10이상30인미만,법인,강원특별자치도,화천군,2025-03-26,C,79.81,,,,,,81.07,74.5,80.12,80
23036,2025년 정기평가,1-42790-00022,해안의집,02.입소시설10이상30인미만,개인,강원특별자치도,화천군,2025-03-27,C,79.51,,,,,,90.54,80.25,63.2,79.57
23037,2025년 정기평가,1-42790-00017,다온요양원,03.입소시설10인미만,법인,강원특별자치도,화천군,2025-10-27,C,76.67,,,,,,76,60,87.93,75.79
23038,2025년 정기평가,1-42790-00023,카네이션요양원,03.입소시설10인미만,개인,강원특별자치도,화천군,2025-10-27,B,82.32,,,,,,90,61.14,87.24,82.89
23039,2025년 정기평가,1-42790-00018,부모사랑요양원,03.입소시설10인미만,개인,강원특별자치도,화천군,2025-10-28,D,66.9,,,,,,58.33,61.5,76.9,67.89
23040,2025년 정기평가,1-42130-00332,문막요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-09,E,70.43,,,,,,63.04,68.25,68.4,83.91
23041,2025년 정기평가,1-42130-00190,연세로얄요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-10-30,E,56.29,,,,,,68.14,48.46,44.12,63.26
23042,2025년 정기평가,1-51130-00434,사랑마을요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-17,A,94.39,,,,,,92.5,94.79,100,86.09
23043,2025년 정기평가,1-42130-00313,서울연세요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-03-17,C,83.34,,,,,,91.18,85.96,74.8,76.74
23044,2025년 정기평가,1-42130-00025,상애노인전문요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-23,A,90.73,,,,,,85.18,89.08,98,91.3
23045,2025년 정기평가,1-42130-00345,원주보훈요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-18,E,90.4,,,,,,81.79,95.83,90,95.65
23046,2025년 정기평가,1-42130-00416,사랑복지센터요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-17,A,92.22,,,,,,88.93,91.67,92,93.04
23047,2025년 정기평가,1-42130-00408,모아요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-17,C,79.47,,,,,,80.54,73.46,80.8,79.57
23048,2025년 정기평가,1-42130-00383,원주로얄요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-09-08,C,75.53,,,,,,74.21,79.17,80.8,67.61
23049,2025년 정기평가,1-42130-00183,동순요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-18,E,80.84,,,,,,71.07,83.88,80,86.96
23050,2025년 정기평가,1-42130-00161,예담요양시설,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-09-22,B,86.9,,,,,,89.64,79.17,87.2,91.3
23051,2025년 정기평가,1-42130-00286,행복요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-18,A,97.02,,,,,,93.39,95.83,100,95.22
23052,2025년 정기평가,1-42130-00366,우리요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-18,E,79.58,,,,,,81.07,84.92,77.6,70.87
23053,2025년 정기평가,1-42130-00234,소담요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-09-10,A,91.08,,,,,,93.21,93.75,82.92,94.57
23054,2025년 정기평가,1-42130-00180,원주실버요양센터,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-18,A,92.12,,,,,,89.64,91.67,95.2,88.26
23055,2025년 정기평가,1-42130-00369,원주보금자리요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-19,C,84.39,,,,,,81.96,83.33,84.8,84.35
23056,2025년 정기평가,1-42130-00384,원주동심요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-19,B,88.99,,,,,,82.86,91.67,90,88.7
23057,2025년 정기평가,1-42130-00107,가온요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-11,B,88.43,,,,,,90.36,85.96,88,89.13
23058,2025년 정기평가,1-42130-00006,천사노인요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-10,B,85.8,,,,,,84.29,100,76.8,82.61
23059,2025년 정기평가,1-42130-00028,원주제일전문요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-03-25,D,62.2,,,,,,72.86,66.17,49.6,56.09
23060,2025년 정기평가,1-42130-00022,노인요양원 사랑의집,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-03-19,B,84.73,,,,,,79.29,91.17,81.2,84.78
23061,2025년 정기평가,1-42130-00119,연세요양센터,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-10-29,A,91.2,,,,,,86.07,90.63,90.8,98.48
23062,2025년 정기평가,1-51130-00433,도움요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-10-27,C,73.9,,,,,,65.54,79.17,74,78.48
23063,2025년 정기평가,1-42130-00336,믿음요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-10-27,D,71.3,,,,,,70.36,78.13,57.2,80.65
23064,2025년 정기평가,1-42130-00109,원주성문요양원,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-02,A,92.3,,,,,,88.57,91.67,98,91.3
23065,2025년 정기평가,1-42130-00169,다현요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-10-28,B,82.65,,,,,,82.68,72.92,78.8,96.96
23066,2025년 정기평가,1-42130-00319,노블레스요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-03-20,C,89.32,,,,,,85.36,89.08,88,91.96
23067,2025년 정기평가,1-42130-00354,휴요양원,01.입소시설30인이상,개인,강원특별자치도,원주시,2025-09-09,B,86.15,,,,,,89.64,92.71,71.6,90.87
23068,2025년 정기평가,1-42130-00266,노인요양시설 상지,01.입소시설30인이상,법인,강원특별자치도,원주시,2025-09-11,C,75.4,,,,,,77.14,81.25,60,83.91
